Herb_ChineseName	Botanical source	Botanical authority	Standardized botanical name source	Material category	Botanical/source note	P(痰热壅肺证)	label_痰热壅肺证	入选层级	高分候选	is_shared_other_syndrome	命中关键词	性味	归经	功能	主治	P(风热犯肺证)	P(痰湿阻肺证)	label_风热犯肺证	label_痰湿阻肺证	Retention rationale
蜜百部	Stemona japonica	(Blume) Miq.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Processed herbal piece derived from 百部; Multi-basal species; Medicinal part: dried tuberous root; ChP 2020 Vol.1, Page 32	0.5133739709854126	1	A_原始标签核心药	0	0	止咳、润肺、喘、咳	甘，苦，微温	归肺经	温润肺气，止咳，杀虫	治风寒咳嗽，百日咳，肺结核，老年咳喘，蛔虫、蛲虫病，皮肤疥癣、湿疹	0.9255344867706299	0.5311866402626038	0	0	Original label-positive core herb
仙鹤草	Agrimonia pilosa	Ledeb.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Medicinal part: dried aerial part.	0.4045943319797516	1	A_原始标签核心药	0	0	NA; original label-positive core herb	苦、涩，平	归心、肝经	收敛止血，截疟，止痢，解毒，补虚	用于咯血，吐血，崩漏下血，疟疾，血痢，痈肿疮毒，阴痒带下，脱力劳伤	0.6165969371795654	0.1693639606237411	0	0	Original label-positive core herb
川芎	Ligusticum chuanxiong	Hort.	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried rhizome; ChP 2020 Vol.1, Page 90	0.3774333000183105	1	A_原始标签核心药	0	1	NA; original label-positive core herb	辛，温	归肝、胆、心包经	活血行气，祛风止痛	用于胸痹心痛，胸胁刺痛，跌扑肿痛，月经不调，经闭痛经，癥瘕腹痛，头痛，风湿痹痛	0.4381548464298248	0.295207291841507	1	1	Original label-positive core herb
麻黄绒	Ephedra sinica; Ephedra equisetina; Ephedra intermedia	Stapf; Bunge; Schrenk et C. A. Mey.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	GBIF species ID: 176781172; taxonomic status: N/A	0.9975714087486267	0	B_GAT高分未标注候选药	1	0	止咳、润肺、宣肺、平喘、喘、咳	辛、微苦，温	归肺、膀胱经	发汗散寒，宣肺平喘，利水消肿	用于风寒感冒，胸闷喘咳，风水浮肿。蜜麻黄润肺止咳，多用于表证已解，气喘咳嗽	0.8716599941253662	0.9978918433189392	0	0	GAT high-scoring and annotation-supported candidate
北沙参	Glehnia littoralis	Fr. Schmidt ex Miq	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried root; ChP 2020 Vol.1, Page 45	0.996030867099762	0	B_GAT高分未标注候选药	1	1	清肺、痰、咳、肺热	甘、微苦，微寒	归肺、胃经	养阴清肺，益胃生津	用于肺热燥咳，劳嗽痰血，胃阴不足，热病津伤，咽干口渴	0.7130359411239624	0.9433590173721313	1	1	GAT high-scoring and annotation-supported candidate
制南星	Arisaema heterophyllum	Blume	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Processed herbal piece derived from 天南星; Multi-basal species; Toxic medicinal material; Medicinal part: dried tuber; ChP 2020 Vol.1, Page 424	0.994944155216217	0	B_GAT高分未标注候选药	1	0	化痰、燥湿化痰、痰、咳、痰壅	苦，辛，温，有毒	归肺经、肝经、脾经	燥湿化痰，祛风止痉，散结消肿	用于顽痰咳嗽，风痰眩晕，中风痰壅，口眼歪斜，半身不遂，癫痫，惊风，破伤风，生用外治痈肿，蛇虫咬伤	0.9716483950614929	0.9384962320327759	0	0	GAT high-scoring and annotation-supported candidate
苦地丁	Corydalis bungeana	Turcz.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E8%8B%A6%E5%9C%B0%E4%B8%81)	0.9902504682540894	0	B_GAT高分未标注候选药	1	0	清热	苦，寒	归心、肝、大肠经	清热解毒，散结消肿	用于时疫感冒，咽喉肿痛，疔疮肿痛，痈疽发背，痄腮丹毒	0.9581059217453003	0.3949725031852722	0	0	GAT high-scoring and annotation-supported candidate
海藻	Sargassum pallidum; Sargassum fusiforme	(Turner) C.Agardh; (Harvey) Setchell	Zhongyao Da Baike	plant-derived medicine (algae)	Medicinal part: dried thallus of Sargassum pallidum or Sargassum fusiforme.	0.9870663285255432	0	B_GAT高分未标注候选药	1	0	痰	苦、咸，寒	归肝、胃、肾经	消痰软坚散结，利水消肿	用于瘿瘤，瘰疬，睾丸肿痛，痰饮水肿	0.9239321351051331	0.8051695227622986	0	0	GAT high-scoring and annotation-supported candidate
天冬	Asparagus cochinchinensis	(Lour.) Merr.	Chinese Pharmacopoeia 2020 Edition (Volume I)	plant-derived medicine	Source: Zhongyao Da Baike (URL: https://www.zhongyibaike.com/wiki/%E5%A4%A9%E5%86%AC)	0.9852036237716675	0	B_GAT高分未标注候选药	1	0	清肺、痰、咳	甘、苦，寒	归肺、肾经	养阴润燥，清肺生津	用于肺燥干咳，顿咳痰黏，腰膝酸痛，骨蒸潮热，内热消渴，热病津伤，咽干口渴，肠燥便秘	0.6768304705619812	0.9588860273361206	0	0	GAT high-scoring and annotation-supported candidate
玉竹	Polygonatum odoratum		Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried rhizome; ChP 2020 Vol.1, Page 482	0.9841648936271667	0	B_GAT高分未标注候选药	1	0	咳	甘，微寒	归肺、胃经	养阴润燥，生津止渴	用于肺胃阴伤，燥热咳嗽，咽干口渴，内热消渴	0.9053910970687866	0.9433444142341614	0	0	GAT high-scoring and annotation-supported candidate
人参	Panax ginseng	C. A. Mey	Chinese Pharmacopoeia 2020 Edition (ChP 2020, Volume 1)	plant-derived medicine	Medicinal part: dried root and rhizome; ChP 2020 Vol.1, Page 18	0.9784594774246216	0	B_GAT高分未标注候选药	1	1	喘、咳	甘、微苦，微温	归脾、肺、心、肾经	大补元气，复脉固脱，补脾益肺，生津养血，安神益智	用于体虚欲脱，肢冷脉微，脾虚食少，肺虚喘咳，津伤口渴，内热消渴，气血亏虚，久病虚羸，惊悸失眠，阳痿宫冷	0.177840381860733	0.9969224333763123	0	1	GAT high-scoring and annotation-supported candidate
